0.0;0.0;0.001
0.0;0.0;7.5E-4
0.0;0.0;5.0E-4
0.0;0.0;2.5E-4
0.0;0.0;4.58424E-4
0.0;0.0;3.52874E-4
0.0;7.5E-5;0.001
0.0;7.5E-5;7.5E-4
0.0;7.5E-5;5.0E-4
0.0;7.5E-5;2.5E-4
0.0;7.5E-5;4.09451E-4
0.0;7.5E-5;3.03961E-4
0.0;1.5E-4;0.001
0.0;1.5E-4;7.5E-4
0.0;1.5E-4;5.0E-4
0.0;1.5E-4;2.5E-4
0.0;1.5E-4;2.79212E-4
0.0;1.5E-4;1.73996E-4
0.0;2.25E-4;0.001
0.0;2.25E-4;7.5E-4
0.0;2.25E-4;5.0E-4
0.0;2.25E-4;2.5E-4
0.0;2.25E-4;1.1752E-4
0.0;2.25E-4;1.2186999999999997E-5
0.0;3.0E-4;0.001
0.0;3.0E-4;7.5E-4
0.0;3.0E-4;5.0E-4
0.0;3.0E-4;2.5E-4
0.0;3.0E-4;0.0
0.0;3.0E-4;-1.0E-4
0.0;4.75E-4;0.001
0.0;4.75E-4;7.5E-4
0.0;4.75E-4;5.0E-4
0.0;4.75E-4;2.5E-4
0.0;4.75E-4;0.0
0.0;6.5E-4;0.001
0.0;6.5E-4;7.5E-4
0.0;6.5E-4;5.0E-4
0.0;6.5E-4;2.5E-4
0.0;6.5E-4;0.0
0.0;8.25E-4;0.001
0.0;8.25E-4;7.5E-4
0.0;8.25E-4;5.0E-4
0.0;8.25E-4;2.5E-4
0.0;8.25E-4;0.0
0.0;0.001;0.001
0.0;0.001;7.5E-4
0.0;0.001;5.0E-4
0.0;0.001;2.5E-4
0.0;0.001;0.0
3.5E-4;0.0;0.001
3.5E-4;0.0;7.5E-4
3.5E-4;0.0;5.0E-4
3.5E-4;0.0;2.5E-4
3.5E-4;0.0;4.52659E-4
3.5E-4;0.0;3.47566E-4
3.5E-4;7.5E-5;0.001
3.5E-4;7.5E-5;7.5E-4
3.5E-4;7.5E-5;5.0E-4
3.5E-4;7.5E-5;2.5E-4
3.5E-4;7.5E-5;4.06038E-4
3.5E-4;7.5E-5;3.00931E-4
3.5E-4;1.5E-4;0.001
3.5E-4;1.5E-4;7.5E-4
3.5E-4;1.5E-4;5.0E-4
3.5E-4;1.5E-4;2.5E-4
3.5E-4;1.5E-4;2.80795E-4
3.5E-4;1.5E-4;1.75769E-4
3.5E-4;2.25E-4;0.001
3.5E-4;2.25E-4;7.5E-4
3.5E-4;2.25E-4;5.0E-4
3.5E-4;2.25E-4;2.5E-4
3.5E-4;2.25E-4;1.21648E-4
3.5E-4;2.25E-4;1.5885E-5
3.5E-4;3.0E-4;0.001
3.5E-4;3.0E-4;7.5E-4
3.5E-4;3.0E-4;5.0E-4
3.5E-4;3.0E-4;2.5E-4
3.5E-4;3.0E-4;0.0
3.5E-4;3.0E-4;-1.0E-4
3.5E-4;4.75E-4;0.001
3.5E-4;4.75E-4;7.5E-4
3.5E-4;4.75E-4;5.0E-4
3.5E-4;4.75E-4;2.5E-4
3.5E-4;4.75E-4;0.0
3.5E-4;6.5E-4;0.001
3.5E-4;6.5E-4;7.5E-4
3.5E-4;6.5E-4;5.0E-4
3.5E-4;6.5E-4;2.5E-4
3.5E-4;6.5E-4;0.0
3.5E-4;8.25E-4;0.001
3.5E-4;8.25E-4;7.5E-4
3.5E-4;8.25E-4;5.0E-4
3.5E-4;8.25E-4;2.5E-4
